Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Date,Preview Text,Type,transcript pdf url,Full download 1,Full download 2,Preview image 1,Preview image 2,Text Preview url,Full PDF URL,transcript w audio url starts at zero,audio preview url,Multi Image,Full Audio Download url
JZ uncomfortable with changing from  50 50,jz-uncomfortable-with-changing-from-50-50,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac2116275,Mon May 22 2023 18:56:33 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:05 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,audio,https://drive.google.com/file/d/1C3mLZls_paDgjT2kW_ESyl3WdPRGb1Jb/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646be809fd3f777fe5299e0c_021523%20FULL%20LG%20to%20JZ%20partnership%20renegotiation.pdf,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646bf5245cc3bd3b5ea5161a_021523%20PREVIEW%20JZ%20says%20uncomfortable%20with%2050%2050%20reenshot%202023-05-16%20at%2012.59.09%20PM.png,,https://drive.google.com/file/d/1GxjJgo5HIRSk-gXSx-PFfppXwzcSzP7k/view?usp=share_link,,https://app.notta.ai/share/911bc91a-6c8a-4856-9ac5-0eb7b535df9c,https://drive.google.com/file/d/1fGEVyodn5GsCQa7NadQ-OsGYg6hs8wQL,,
KR head of prod resigns citing LG as reason,kr-head-of-prod-resigns-citing-lg-as-reason,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac21161c6,Mon May 22 2023 18:56:25 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 21:31:21 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Mon May 13 2019 00:00:00 GMT+0000 (Coordinated Universal Time),,email,https://drive.google.com/file/d/15VSBTzHm3OkycCxaByO-LHoBcqENdEkw/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/647504084d39fe6daeb719fd_051319%20FULL%20KR%20resignation%20states%20only%20KR%20and%20JZ%20are%20playing%20to%20win.pdf,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/6475046eaa4c9cb1a4c878f7_051319%20KR%20resignation%20calls%20out%20LG%20games%2001.png,,https://drive.google.com/file/d/15bCwtIjmmqWeeirmnUZoIuujR4XU40Oq/view?usp=share_link,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/6475046eaa4c9cb1a4c878f7_051319%20KR%20resignation%20calls%20out%20LG%20games%2001.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/6475047659a1fef2d6acfcb6_051319%20KR%20resignation%20calls%20out%20LG%20games%2003.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/647504762def68e1ef683d21_051319%20KR%20resignation%20calls%20out%20LG%20games%2002.png,
LG accuses JZ of being rude during literal fire alarm,lg-accuses-jz-of-being-rude-during-literal-fire-alarm,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac2116252,Mon May 22 2023 18:56:29 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:06 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Dec 13 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,text,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d12759597c24222e91cb8_121322%20LG%20claims%20JZ%20rude%20during%20literal%20fire%20alarm.pdf,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d1386149b6461fec3c3e0_121322%20PREVIEW%20LG%20says%20JZ%20was%20rude%20while%20answering%20text%20during%20a%20literal%20fire%20alarm%2001.png,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d138a4cda3e8f41df3367_121322%20PREVIEW%20LG%20says%20JZ%20was%20rude%20while%20answering%20text%20during%20a%20literal%20fire%20alarm%2002.png,https://drive.google.com/file/d/1devSmDks8NioUGTmRDNpIjrqY0UgeEU-/view?usp=share_link,,,,,
LG admits to making items in china and selling to RBC customers,lg-admits-to-making-items-in-china-and-selling-to-rbc-customers,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac2116247,Mon May 22 2023 18:56:27 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:06 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Nov 15 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,audio,https://drive.google.com/file/d/1ku7ZMNwrx0qLQKCPY45MS9oH76_rJbZ-/view?usp=share_link,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646da1d7b0ba0c6aee4bae6d_111523%20PREVIEW%20LG%20admits%20to%20making%20items%20in%20china%20and%20selling%20to%20RBC%20custs.png,,https://drive.google.com/file/d/1EQJJtnTvwbpjoioDPmMFUYsCop_aHPmU/view?usp=share_link,,https://app.notta.ai/share/97a251f0-6a18-47db-9dd7-4f6c34edcc54,https://drive.google.com/file/d/1c3pnEnbbML8E_Q7M0u-JHSQ1zCBs5zFh,,
LG already trying to lower prices and insulting new accountants,lg-already-trying-to-lower-prices-and-insulting-new-accountants,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac21161b9,Mon May 22 2023 18:56:24 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 21:31:22 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Jul 30 2019 00:00:00 GMT+0000 (Coordinated Universal Time),,email,https://drive.google.com/file/d/16piWDVKK4ddj3XEg-kLb5nGF6qPSwXVX/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/64750d4c2def68e1ef70805e_073019%20FULL%20LG%20already%20trying%20to%20lower%20prices%20and%20insulting%20accountants.pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/647510587c61bc521e183dd8_031820%20Analysis%20of%20activities.pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/64750d5c8c46237d6f6352a5_073019%20PREVIEW%20LG%20already%20trying%20to%20lower%20prices%20and%20insulting%20accountants.png,,https://drive.google.com/file/d/16vuJEo7tsL0oKuWjkVb9If-Th1Rwbj1Z/view?usp=share_link,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/64750f190c17edb5c2d4235b_Screenshot%202023-05-29%20at%203.42.09%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/64750f19fd9a13b8ee4eb62e_Screenshot%202023-05-29%20at%203.41.59%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/64750f198d04f0a1b00e02eb_Screenshot%202023-05-29%20at%203.41.31%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/64750d5c8c46237d6f6352a5_073019%20PREVIEW%20LG%20already%20trying%20to%20lower%20prices%20and%20insulting%20accountants.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/64751103e33ba488ed9b7fbe_031820%20LG%20asks%20new%20accounting%20to%20show%20time%20spent%20on%20tasks%20accounting%20quits%2003.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/64751103aa4c9cb1a4d493ec_031820%20LG%20asks%20new%20accounting%20to%20show%20time%20spent%20on%20tasks%20accounting%20quits%2002.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/64751103fd9a13b8ee504cbe_031820%20LG%20asks%20new%20accounting%20to%20show%20time%20spent%20on%20tasks%20accounting%20quits%2001.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/647511748c46237d6f670147_Screenshot%202023-05-29%20at%203.55.51%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/6475117494e6d473cba42238_Screenshot%202023-05-29%20at%203.55.58%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/647511748c46237d6f67014a_Screenshot%202023-05-29%20at%203.56.10%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/647511ff5c11ad71dc0050d3_Screenshot%202023-05-29%20at%203.57.42%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/647511ff094a7ab72271c7d3_Screenshot%202023-05-29%20at%203.57.48%20PM.png,
LG and JZ brainstorm for weeks cafe event space,lg-and-jz-brainstorm-for-weeks-cafe-event-space,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac211625a,Mon May 22 2023 18:56:30 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:06 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Thu Jan 19 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,text,https://drive.google.com/file/d/1EB3eQldLvEvSzOq3UA3xMAZ00y51s9ZV/view?usp=share_link,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d0e63a7ed74b3d6119394_011923%20PREVIEW%20LG%20and%20JZ%20brainstorm%20for%20weeks%20on%20cafe%20event%20place.png,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d0ee1723219aed4a9aa59_020823%20LG%20sends%20JZ%20cafe%20locations%20to%20visit%20for%20context.png,https://drive.google.com/file/d/1EB3eQldLvEvSzOq3UA3xMAZ00y51s9ZV/view?usp=share_link,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d0e63a7ed74b3d6119394_011923%20PREVIEW%20LG%20and%20JZ%20brainstorm%20for%20weeks%20on%20cafe%20event%20place.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d0e6312047b47457e1a61_011923%20PREVIEW%20LG%20and%20JZ%20brainstorm%20for%20weeks%20on%20cafe%20event%20space%202.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d0ee1723219aed4a9aa59_020823%20LG%20sends%20JZ%20cafe%20locations%20to%20visit%20for%20context.png,
LG arguing with 3 different accounting firms who all quit,lg-arguing-with-3-different-accounting-firms-who-all-quit,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac2116250,Mon May 22 2023 18:56:29 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:06 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Nov 29 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,text,,,,,,https://drive.google.com/file/d/1VZ8DIgV8vJyfdp2C5MEiD-Xz2wsFQCgY/view?usp=share_link,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d828b2c037b5778972af6_Screenshot%202023-05-23%20at%209.49.34%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d828b38c237fcab74d687_Screenshot%202023-05-23%20at%2010.17.25%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d828b2c037b5778972afc_Screenshot%202023-05-23%20at%2010.17.21%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d828c18e74640ec3b8513_Screenshot%202023-05-23%20at%2010.16.04%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d828b61f77e68c13b8a49_Screenshot%202023-05-23%20at%2010.15.35%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d828b61f77e68c13b8a3c_Screenshot%202023-05-23%20at%2010.15.09%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d828bb3e9658865ed5053_Screenshot%202023-05-23%20at%2010.09.24%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d828c18e74640ec3b8510_Screenshot%202023-05-23%20at%2010.07.11%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d828bd3e0c4bab8c86260_Screenshot%202023-05-23%20at%2010.07.00%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d828b2bb1972067e30fb6_Screenshot%202023-05-23%20at%2010.06.49%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d828b82afbb5ac6ff0977_Screenshot%202023-05-23%20at%2010.06.30%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d828bb3e9658865ed5036_Screenshot%202023-05-23%20at%2010.06.16%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d828b750c0dedc5493aa4_Screenshot%202023-05-23%20at%2010.05.56%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d828bb0ba0c6aee2b91bd_Screenshot%202023-05-23%20at%2010.05.21%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d828b28c11bc7c69ac29b_Screenshot%202023-05-23%20at%2010.04.53%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d828b61f77e68c13b8a10_Screenshot%202023-05-23%20at%2010.04.33%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d828c18e74640ec3b84f7_Screenshot%202023-05-23%20at%2010.04.09%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d828b9e3b5cfd302e50a4_Screenshot%202023-05-23%20at%209.50.19%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d828b2c037b5778972acf_Screenshot%202023-05-23%20at%209.49.58%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d828ba23123cb3fff9809_Screenshot%202023-05-23%20at%209.49.47%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d82cf82afbb5ac6ff7074_Screenshot%202023-05-23%20at%209.48.02%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d831f18e74640ec3c80a2_Screenshot%202023-05-23%20at%209.45.29%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d831f640798adc88b5df5_Screenshot%202023-05-23%20at%209.45.42%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d831f640798adc88b5de6_Screenshot%202023-05-23%20at%209.46.17%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d831f9e3b5cfd302ef7d3_Screenshot%202023-05-23%20at%209.46.57%20PM.png,
LG asks JZ to not deposit cash,lg-asks-jz-to-not-deposit-cash,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac2116219,Mon May 22 2023 18:56:26 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 21:31:22 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Fri Aug 26 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,text,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646e469e7258643e68a303a5_082622%20LG%20asks%20JZ%20to%20not%20deposit%20cash.pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646e480da67304d2a1ed01db_091922%20LG%20asks%20again%20if%20JZ%20still%20has%20cash%20JZ%20says%20yes.pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646bdc252ed6567ccfaab456_082622%20LG%20asks%20JZ%20to%20not%20deposit%20cash%20Screenshot%202023-05-22%20at%204.17.32%20PM.png,,https://drive.google.com/file/d/1akxQrYyx3kR1FGBJD1MUmhqP7Kj4RO97/view?usp=share_link,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646bdc252ed6567ccfaab456_082622%20LG%20asks%20JZ%20to%20not%20deposit%20cash%20Screenshot%202023-05-22%20at%204.17.32%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646e48012ecd75ad62d8af81_091922%20LG%20asks%20again%20if%20JZ%20still%20has%20cash%20JZ%20says%20yes.png,
LG calls JZ after accounting meeting says does no sales people to keep paths open,lg-calls-jz-after-accounting-meeting-says-does-no-sales-people-to-keep-paths-open,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac21162c0,Mon May 22 2023 18:56:36 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:05 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Apr 11 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,audio,https://drive.google.com/file/d/1FQKBEAoHtja7XkghnHFlZ5QY0MQj8PY4/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646bca57a06ac015a78aead1_041123%20FULL%20LG%20to%20JZ%20after%20accounting%20call%20(1).pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646bce0d214cf139626dc2fd_041123%20PREVIEW%20LG%20reluctant%20to%20do%20sales%20keeping%20future%20paths%20open.pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646bcc928b5f0a50ff6c354d_Screenshot%202023-05-22%20at%203.11.53%20PM.png,,https://drive.google.com/file/d/1FRyy-Iw7oGVSetBi8jCJxRDboNlz5lbk/view?usp=share_link,,https://app.notta.ai/share/470c83a4-57c4-4ac6-a900-9ec8ebc97a2a,https://drive.google.com/file/d/1dP7hj_OnwfkwBTvm66MuWri4QQkBsGyc,,
LG claims JZ 14K distributions last 7 days fact check,lg-claims-jz-14k-distributions-last-7-days-fact-check,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac21161d4,Mon May 22 2023 18:56:26 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 21:31:22 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Jul 12 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,text,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646e98dea03d9b0259d49251_071222%20PREVIEW%20LG%20claims%20JZ%2014K%20distributions%20in%20last%207%20days%20fact%20check.png,,https://drive.google.com/file/d/14N9wD8BmhauJO0jUcg_rzOTD5EHyW2HT/view?usp=share_link,,,,,
LG claims JZ on bank account but cant be signer in accounting meeting,lg-claims-jz-on-bank-account-but-cant-be-signer-in-accounting-meeting,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac211627d,Mon May 22 2023 18:56:34 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:06 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Wed Mar 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,audio,https://drive.google.com/file/d/1GChGR_kKd-GsJy2xuwtqWjMf3fXwzUGA/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646be5d17cef76f173526572_031523%20FULL%20accounting%20meeting%20reimbursement%20thru%20payroll%20no%20acct%20access.pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646beabc03e630c3fec637d8_031523%20PREVIEW%20LG%20accounting%20JZ%20on%20acct.pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646beb315a4f7b0cc7af0b58_030523%20PREVIEW%20LG%20tells%20accounting%20JZ%20on%20joint%20bank%20account%20cant%20be%20a%20signer.png,,https://drive.google.com/file/d/1FH4_lAxCCl9N5gAzIkcI6C1JD89BQdey/view,,https://app.notta.ai/share/eaf3987f-026e-42d9-9d1d-5cc5ad37c081,https://drive.google.com/file/d/1bfCaFjlgo2Q12Y7BA5KR5Gd5aZUtu7OZ,,
LG email aknowledges cash JZ has no bank access to deposit,lg-email-aknowledges-cash-jz-has-no-bank-access-to-deposit,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac21162b5,Mon May 22 2023 18:56:35 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:06 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Wed Apr 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,email,https://drive.google.com/file/d/1Bg07s-XyOXB4DGMz8GRYC_3ZsFU7kWYU/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646be429e9bd25fc33d72e79_040523%20FULL%20LG%20to%20JZ%20email%20aknowledges%20JZ%20still%20has%20cash.pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646be429e9bd25fc33d72e79_040523%20FULL%20LG%20to%20JZ%20email%20aknowledges%20JZ%20still%20has%20cash.pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646bdc9169275dac1072bb28_040523%20PREVIEW%20LG%20email%20aknowledges%20cash.png,,https://drive.google.com/file/d/1F2Nly205gto16ku546Umrw3JpKp9irUl/view?usp=share_link,,,,,
LG gets upset JZ asks if LG and SG are building a house of cards,lg-gets-upset-jz-asks-if-lg-and-sg-are-building-a-house-of-cards,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac2116206,Mon May 22 2023 18:56:26 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 21:31:22 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Wed Mar 09 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,audio,https://drive.google.com/file/d/1G6qUQGw7dLI7R-dJ_mG58Pxi6IQPOYYa/view?usp=share_link,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646ea8eee23fb183715fa3f4_030922%20PREVIEW%20LG%20upset%20JZ%20says%20LG%20and%20SG%20building%20a%20house%20of%20cards.png,,https://drive.google.com/file/d/1HbbBy6tVmA2oCd7ZeYikWBu25kBDwjWo/view?usp=share_link,,https://app.notta.ai/share/d5a905b3-b77a-4abb-8b9c-efa6ec5582fe,https://drive.google.com/file/d/1fjoUmLmg9PEhaHnfD01nroKT-9QQhXy6,,
LG gives JG accounts to Suzanne. JG quits. LG value see admission in notes,lg-gives-jg-accounts-to-suzanne-jg-quits-lg-value-see-admission-in-notes,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac2116277,Mon May 22 2023 18:56:32 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:06 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,audio,https://drive.google.com/file/d/1C3mLZls_paDgjT2kW_ESyl3WdPRGb1Jb/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646be809fd3f777fe5299e0c_021523%20FULL%20LG%20to%20JZ%20partnership%20renegotiation.pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646c19929e5f0a022245394c_021422%20PREVIEW%20LG%20takes%20away%20customers%20from%20JG%20to%20make%20Suzanne%20needed.pdf,,,https://drive.google.com/file/d/1dta8_KBm-T1bYPCeqV1UYgmJX3rTjCij/view,,https://app.notta.ai/share/911bc91a-6c8a-4856-9ac5-0eb7b535df9c,https://drive.google.com/file/d/1dta8_KBm-T1bYPCeqV1UYgmJX3rTjCij,,
LG gives JG sales account to Suzanne text,lg-gives-jg-sales-account-to-suzanne-text,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac21161c4,Mon May 22 2023 18:56:25 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 21:31:22 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Mon Feb 14 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,text,https://drive.google.com/file/d/1d2WTFInUQlK53UP7U1sBODaD5g50e7u0/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646f71869649a1117c3bd1bd_021422%20FULL%20LG%20takes%20customers%20away%20from%20JG%20to%20make%20Suzanne%20needed.pdf,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646f7238093282b2a610f366_Screenshot%202023-05-25%20at%209.35.08%20AM.png,,https://drive.google.com/file/d/1CZB9BzjKxqFBc93xazBmGzL36oqeyJX4/view?usp=share_link,,,https://drive.google.com/file/d/1CZB9BzjKxqFBc93xazBmGzL36oqeyJX4,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646f7238981a10d5589c2c2c_Screenshot%202023-05-25%20at%209.34.11%20AM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646f7238093282b2a610f366_Screenshot%202023-05-25%20at%209.35.08%20AM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646f7238981a10d5589c2c15_Screenshot%202023-05-25%20at%209.34.59%20AM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646f7238a1b6ebfb7a120f35_Screenshot%202023-05-25%20at%209.34.33%20AM.png,
LG has a email thread of 59 emails with new accounting team over contract demands. in the end contract remains same as offered.,lg-has-a-email-thread-of-59-emails-with-new-accounting-team-over-contract-demands-in-the-end-contract-remains-same-as-offered,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac21161c5,Mon May 22 2023 18:56:25 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 21:31:22 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Wed Jan 30 2019 00:00:00 GMT+0000 (Coordinated Universal Time),,📁,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/64750c3690c18a4eb7b97a64_Introduction%20%20Joe%20%20Lucas%20meet%20Dawn%20%20Elliot%20of%20Supporting%20Strategies.pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/64750c4261ce88c04fc53273_Re%20Introduction%20%20Joe%20%20Lucas%20meet%20Dawn%20%20Elliot%20of%20Supporting%20Strategies%2059.pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/64750ca48baebe2b3ecdd569_Screenshot%202023-05-29%20at%203.35.36%20PM.png,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/64750cb4505a67e83cbd7943_Screenshot%202023-05-29%20at%203.32.50%20PM.png,https://drive.google.com/drive/folders/1o9cLGTUQ1c6qSiencWH7wJJpsDGyPmDT?usp=share_link,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/64750bc13159c47544e81fba_Screenshot%202023-05-29%20at%203.31.19%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/64750bc13159c47544e81fc1_Screenshot%202023-05-29%20at%203.30.29%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/64750ca48baebe2b3ecdd569_Screenshot%202023-05-29%20at%203.35.36%20PM.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/64750cb4505a67e83cbd7943_Screenshot%202023-05-29%20at%203.32.50%20PM.png,
