Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Date,Preview Text,Type,transcript pdf url,Full download 1,Full download 2,Preview image 1,Preview image 2,Text Preview url,Full PDF URL,transcript w audio url starts at zero,audio preview url,Multi Image,Full Audio Download url
LG insults JZ about ex blames divorce,lg-insults-jz-about-ex-blames-divorce,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac21162d0,Mon May 22 2023 18:56:37 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:06 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Apr 18 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,text,https://drive.google.com/file/d/1Xt97g0WPLA0sBNquB4of_pmy2v_BEFW1/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646bc15e65f9d50f6760f37d_041823%20FULL%20LG%20says%20no%20mediators%20then%20does%20not%20correspond%20with%20JZ%20until%20042623.pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646bc4260f321c4ad98a1939_041823%20PREVIEW%20LG%20insults%20JZ%20about%20ex%20blames%20divorce.pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646bc4cf8f75f7372e7abda7_041823%20LG%20insults%20JZ%20ex%20blames%20divorce%20Screenshot%202023-05-22%20at%202.37.14%20PM.png,,https://drive.google.com/file/d/13rt6MGcug70gEul07kVKNbnxXL-K_sGX/view?usp=share_link,,,,,
LG irate JZ didn't lookup login info fast enough,lg-irate-jz-didnt-lookup-login-info-fast-enough,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac2116251,Mon May 22 2023 18:56:29 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:06 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Dec 13 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,text,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d16c91382daf884cd6d7b_121322%20LG%20upset%20JZ%20doesnt%20get%20answer%20fast%20enough%20blames%20dad%20duty.png,,https://drive.google.com/file/d/1ONlDQNHkTak0W35wh7bYesQelJdwcqpf/view?usp=share_link,,,,,
LG leaves angry unable to hear that clients order correct,lg-leaves-angry-unable-to-hear-that-clients-order-correct,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac21161d5,Mon May 22 2023 18:56:26 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 21:31:21 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Wed Dec 23 2020 00:00:00 GMT+0000 (Coordinated Universal Time),,text,https://drive.google.com/file/d/1NgdBxaen_kK7xFzAALvSTqLtTrDN7qTQ/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646ea9f0fc5fa5da9ab8364c_122320%20FULL%20LG%20claims%20Roundtwo%20order%20is%20ruined%20turns%20out%20not%20true.pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646eab2f5e3d336b98371655_122320%20PREVIEW%20LG%20leaves%20unable%20to%20hear%20customer%20order%20was%20correct.pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646eabd89a4784ac233b53b7_122320%20LG%20leaves%20angry%20unable%20to%20hear%20clients%20order%20correct%20pt%202.png,,https://drive.google.com/file/d/1csvvxKoIbJ2s2oCPLdkJrU3KJRIWf6AQ/view?usp=share_link,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646ead220f51e8c463328472_122222%20LG%20upset%20a%20size%20that%20doesnt%20exist%20was%20missing%20pt%201.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646eabd89a4784ac233b53b7_122320%20LG%20leaves%20angry%20unable%20to%20hear%20clients%20order%20correct%20pt%202.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646eae553ad1fe199a0705da_122320%20PREVIEW%20LG%20upset%20about%20pipeworks%20correct%20production%20pt%203.png,
LG mentions wanting to open a pizza place,lg-mentions-wanting-to-open-a-pizza-place,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac211624a,Mon May 22 2023 18:56:28 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:07 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Nov 15 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,audio,https://drive.google.com/file/d/1ku7ZMNwrx0qLQKCPY45MS9oH76_rJbZ-/view?usp=share_link,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d9cac1841f459362d7d13_111522%20PREVIEW%20LG%20mentions%20opening%20a%20pizza%20restaurant.png,,https://drive.google.com/file/d/1HkVOOmMUczLJh6g-oar5HbxkdlN5JGfn/view?usp=share_link,,https://app.notta.ai/share/97a251f0-6a18-47db-9dd7-4f6c34edcc54,https://drive.google.com/file/d/1g33LINxA2hmRiG9scP89CdAlAftHrIDh,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d9cc71841f459362d9327_IMG_1994.PNG; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d9cc7a844c04f2f7b1f3c_IMG_1969.PNG; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d9d203625840e9f54c190_Screenshot%202023-05-24%20at%2012.13.39%20AM.png,
LG moves to dissolve RBC after JZ wants to be on acct,lg-moves-to-dissolve-rbc-after-jz-wants-to-be-on-acct,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac21162c6,Mon May 22 2023 18:56:36 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:06 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Apr 11 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,audio,https://drive.google.com/file/d/18_8x6Fh5ktzGSoEpkkwRfSicCnhS0kZf/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646bc9201195aed718bde302_041123%20FULL%20Accounting%20Meeting%20LG%20moves%20to%20dissolve%20RBC%20no%20JZ%20on%20acct.pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646bd4a7d9c5a62b21270a7c_041123%20PREVIEW%20Accounting%20Meeting%20LG%20refuses%20JZ%20being%20on%20acct.pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646bd37598ccc33ddf6f608f_041123%20PREVIEW%20LG%20moves%20to%20disolve%20RBC%20no%20JZ%20on%20acct%20Screenshot%202023-05-17%20at%209.34.23%20AM.png,,https://drive.google.com/file/d/1IWownakYsPqYfFm4hZ8iRAwekoCce49a/view?usp=share_link,,https://app.notta.ai/share/470c83a4-57c4-4ac6-a900-9ec8ebc97a2a,https://drive.google.com/file/d/1-_Ko43P_qdrJiLxB0VT-V9nVbZ-UHeh3,,
LG orders & upset a size he didnt order doesnt exist,lg-orders-upset-a-size-he-didnt-order-doesnt-exist,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac21161c9,Mon May 22 2023 18:56:25 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 21:31:22 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Dec 22 2020 00:00:00 GMT+0000 (Coordinated Universal Time),,text,https://drive.google.com/file/d/1NMiVCIVsPwvduC4RWVNoVB6wdvv4Zbq5/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646ead162bd5799cfb96ed9f_122220%20FULL%20LG%20upset%20a%20size%20that%20doesnt%20exist.pdf,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646ead220f51e8c463328472_122222%20LG%20upset%20a%20size%20that%20doesnt%20exist%20was%20missing%20pt%201.png,,https://drive.google.com/file/d/15hO0Z9P7ghUSew-stJy6ogGsPQGQmurj/view?usp=share_link,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646ead220f51e8c463328472_122222%20LG%20upset%20a%20size%20that%20doesnt%20exist%20was%20missing%20pt%201.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646eabd89a4784ac233b53b7_122320%20LG%20leaves%20angry%20unable%20to%20hear%20clients%20order%20correct%20pt%202.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646eae553ad1fe199a0705da_122320%20PREVIEW%20LG%20upset%20about%20pipeworks%20correct%20production%20pt%203.png,
LG passes on Future Shirts job (false claim client),lg-passes-on-future-shirts-job-false-claim-client,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac21161d2,Mon May 22 2023 18:56:26 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 21:31:22 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Wed Mar 09 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,audio,https://drive.google.com/file/d/1G6qUQGw7dLI7R-dJ_mG58Pxi6IQPOYYa/view?usp=share_link,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646ea472f5210ab04fde0f84_030922%20PREVIEW%20LG%20passes%20on%20Future%20Shirts%20false%20claim%20customer.png,,https://drive.google.com/file/d/1FxZfBaYqCxPYrvGOzEEwJObawGFBAeMe/view?usp=share_link,,https://app.notta.ai/share/d5a905b3-b77a-4abb-8b9c-efa6ec5582fe,https://drive.google.com/file/d/1ehOd4h4XEs1jeymYyWoVUP-z9PIczc9S,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646becd515efe3c0d2a6bab4_030823%20LG%20to%20JZ%20Future%20Shirts%20claim.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646cf47dc6ac416b3f2a80df_062422%20JZ%20says%20Carmel%20is%20pretty%20cool.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646cf47dc6ac416b3f2a80dc_093022%20JZ%20stands%20up%20for%20Carmel.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646bec12eb25554db1b548af_030823%20JZ%20to%20Future%20Shirts%20conversation%20after%20LG%20claim.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646ea472f5210ab04fde0f84_030922%20PREVIEW%20LG%20passes%20on%20Future%20Shirts%20false%20claim%20customer.png,
LG refuses event due to JZ being only person whos ran events,lg-refuses-event-due-to-jz-being-only-person-whos-ran-events,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac21162bc,Mon May 22 2023 18:56:35 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:05 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Fri Apr 07 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,text,https://drive.google.com/file/d/1cxquwIldo67RPJBptzo9QXdg6BbOflXs/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646bdfbe3c6787b6d7aeaf6e_040723%20FULL%20LG%20refuses%20revent%20because%20JZ%20manages%20all%20the%20events.pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646bdfc2ce622fc3c2cbf913_040723%20PREVIEW%20LG%20refuses%20revent%20because%20JZ%20manages%20all%20the%20events%20(1).pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646bdfcb9084eaa0a7547a4d_040723%20LG%20passes%20on%20event%20since%20JZ%20is%20only%20person%20to%20run%20them.png,,https://drive.google.com/file/d/1B2UdaadmJtkdDlR6TVJ458saM0tfgvml/view?usp=share_link,,,,,
LG refuses JZ on account LG says doesnt need a chance,lg-refuses-jz-on-account-lg-says-doesnt-need-a-chance,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac21162ca,Mon May 22 2023 18:56:37 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:06 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Apr 11 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,audio,https://drive.google.com/file/d/18_8x6Fh5ktzGSoEpkkwRfSicCnhS0kZf/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646bc9201195aed718bde302_041123%20FULL%20Accounting%20Meeting%20LG%20moves%20to%20dissolve%20RBC%20no%20JZ%20on%20acct.pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646bc93c45e22488bb07b466_041123%20PREVIEW%20Accounting%20Meeting%20LG%20refuses%20JZ%20being%20on%20acct.pdf,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646bc8f5cbcee80a1928dd70_041123%20PREVIEW%20LG%20refuses%20JZ%20on%20acct%20LG%20says%20he%20doesnt%20need%20a%20chance%20Screenshot.png,,https://drive.google.com/file/d/1IZKSWydOOstHeNeufnIffza694BCbw1g/view?usp=share_link,,https://app.notta.ai/share/470c83a4-57c4-4ac6-a900-9ec8ebc97a2a,https://drive.google.com/file/d/1gA2lSuOq33cUXecVHksWNXWp1GFU1asy,,
LG requests mediator call transcript,lg-requests-mediator-call-transcript,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac21162c4,Mon May 22 2023 18:56:36 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:06 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Apr 11 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,audio,https://drive.google.com/file/d/1FQKBEAoHtja7XkghnHFlZ5QY0MQj8PY4/view?usp=share_link,,,,,https://drive.google.com/file/d/1nCBbilWEozhRVvKxpR5rgBgyXzMJDr9D/view?usp=share_link,,https://app.notta.ai/share/470c83a4-57c4-4ac6-a900-9ec8ebc97a2a,,,
LG says bank account closure is JZ fault,lg-says-bank-account-closure-is-jz-fault,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac2116265,Mon May 22 2023 18:56:31 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:06 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,audio,https://drive.google.com/file/d/1C3mLZls_paDgjT2kW_ESyl3WdPRGb1Jb/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646be809fd3f777fe5299e0c_021523%20FULL%20LG%20to%20JZ%20partnership%20renegotiation.pdf,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646c307df45bf6831423961a_021523%20PREVIEW%20LG%20says%2053%20account%20closure%20is%20JZ%20fault.png,,https://drive.google.com/file/d/1WuJmJj7wX5wJFc5pZ8h0T_k08P1H2Vwx/view?usp=share_link,,https://app.notta.ai/share/911bc91a-6c8a-4856-9ac5-0eb7b535df9c,https://drive.google.com/file/d/1aNrBFGMI6ULdkq7UAKtc-DFjtHSfpDbr,,
LG says facts of fraud dont matter,lg-says-facts-of-fraud-dont-matter,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac2116267,Mon May 22 2023 18:56:32 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:06 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,audio,https://drive.google.com/file/d/1C3mLZls_paDgjT2kW_ESyl3WdPRGb1Jb/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646be809fd3f777fe5299e0c_021523%20FULL%20LG%20to%20JZ%20partnership%20renegotiation.pdf,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646c1d3c1e90e1f41dbd77fd_021523%20PREVIEW%20LG%20says%20facts%20of%20fraud%20dont%20matter.png,,https://drive.google.com/file/d/1bKqkf3drSTJPxLntWCQDW23yI5PZzhAt/view,,https://app.notta.ai/share/911bc91a-6c8a-4856-9ac5-0eb7b535df9c,https://drive.google.com/file/d/1bO4YzDutLP5x_67SjtxzisCGIYfxASLS,,
LG says has inside guy Dipo at Chase,lg-says-has-inside-guy-dipo-at-chase,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac21161bf,Mon May 22 2023 18:56:25 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 21:31:21 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Wed Jan 08 2020 00:00:00 GMT+0000 (Coordinated Universal Time),,text,https://drive.google.com/file/d/12FNLUM0vSwYrpjfxLTcc92hziOfI6Egn/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/647501cd2def68e1ef65d007_010820%20FULL%20Chase%202557%20shut%20down%20for%20fraud%20same%20scenario.pdf,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/64750234fd9a13b8ee425546_010820%20LG%20has%20inside%20guy%20at%20Chase%20for%20first%20fraud.png,,https://drive.google.com/file/d/12K6pYYb2aZwlnHEUq3ozYYLgHtXQlOb-/view?usp=share_link,,,,,
LG says he could be doing events every night if he wanted,lg-says-he-could-be-doing-events-every-night-if-he-wanted,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac211624c,Mon May 22 2023 18:56:28 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:05 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Nov 15 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,audio,https://drive.google.com/file/d/1ku7ZMNwrx0qLQKCPY45MS9oH76_rJbZ-/view?usp=share_link,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646d9c71640798adc8a3f3b2_111522%20PREVIEW%20LG%20says%20he%20could%20be%20doing%20events%20everynight%20if%20he%20wanted.png,,https://drive.google.com/file/d/1HnYi8lkHNdP47TQDUKuiXZJ7PezpuThf/view?usp=share_link,,https://app.notta.ai/share/97a251f0-6a18-47db-9dd7-4f6c34edcc54,https://drive.google.com/file/d/1fv8aI6eU8ZpThZHIqgAtHoAUYMHpdWZZ,,
LG says he doesnt want it easier he just doesnt want it,lg-says-he-doesnt-want-it-easier-he-just-doesnt-want-it,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac21161f1,Mon May 22 2023 18:56:26 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 21:31:21 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Wed Mar 09 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,audio,https://drive.google.com/file/d/1G6qUQGw7dLI7R-dJ_mG58Pxi6IQPOYYa/view?usp=share_link,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646ea3d78f6101901fbc9bef_030922%20PREVIEW%20LG%20says%20he%20doesnt%20want%20it%20easier%20just%20doesnt%20want%20it.png,,https://drive.google.com/file/d/1HdJCnKAKDH_IU_kTVoGc2l4lukc2mSSB/view?usp=share_link,,https://app.notta.ai/share/d5a905b3-b77a-4abb-8b9c-efa6ec5582fe,https://drive.google.com/file/d/1fk88ms5A31mFQlhOw4eniiHxEHN9MqUw,,
LG says he has footage of JZ on the cameras,lg-says-he-has-footage-of-jz-on-the-cameras,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac21162d3,Mon May 22 2023 18:56:37 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:05 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Wed Apr 26 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,text,,,,,,https://drive.google.com/file/d/1-uBsCqHLbADPqP7HHy2TRD4DNe70eIxU/view?usp=share_link,,,,,
LG says he wants 14 businesses,lg-says-he-wants-14-businesses,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac211624e,Mon May 22 2023 18:56:28 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:06 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Nov 15 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,audio,https://drive.google.com/file/d/1ku7ZMNwrx0qLQKCPY45MS9oH76_rJbZ-/view?usp=share_link,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646da17bd3e0c4bab8e6ea90_111522%20PREVIEW%20LG%20wishes%20he%20had%2014%20businesses.png,,https://drive.google.com/file/d/1Hr_6oMwUWj-gJFe6LawazXZu5piiPaxE/view?usp=share_link,,https://app.notta.ai/share/97a251f0-6a18-47db-9dd7-4f6c34edcc54,https://drive.google.com/file/d/1g0CuF9C7VMyu_o2kI3a0o1zkdsqxJaZq,,
LG says he wants more to do less after bringing JZ to his knees,lg-says-he-wants-more-to-do-less-after-bringing-jz-to-his-knees,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac2116273,Mon May 22 2023 18:56:33 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:05 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,audio,https://drive.google.com/file/d/1C3mLZls_paDgjT2kW_ESyl3WdPRGb1Jb/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646be809fd3f777fe5299e0c_021523%20FULL%20LG%20to%20JZ%20partnership%20renegotiation.pdf,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646c1830af459625a8a1885e_021523%20PREVIEW%20LG%20wants%20to%20work%20less%20and%20make%20more%20Screenshot%202023-05-16%20at%203.10.12%20PM.png,,https://drive.google.com/file/d/1HAlT0BImecwmu2PV6ACLLYXJIXvR0ApW/view?usp=share_link,,https://app.notta.ai/share/911bc91a-6c8a-4856-9ac5-0eb7b535df9c,https://drive.google.com/file/d/1eE9iHrgYrxtYRkRtsjU_ULOTOr0S90LG,,
LG says he will sink RBC after JZ submits final SBA application,lg-says-he-will-sink-rbc-after-jz-submits-final-sba-application,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac21161c0,Mon May 22 2023 18:56:25 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 21:31:22 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Sun Mar 29 2020 00:00:00 GMT+0000 (Coordinated Universal Time),,text,https://drive.google.com/file/d/1c_HRUc4ZMYGWU11HnvR_-B1rYAe-3bXu/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646fd13fe528f643cde5d8f6_032920%20LG%20cant%20hear%20that%20SBA%20is%20submitted%20tells%20JZ%20he%20will%20burn%20the%20biz.pdf,,,,https://drive.google.com/file/d/1cb12Uu4coesKLYmfHZ9bmzUvLHeoSxnz/view?usp=share_link,,,,,
LG says hes not capable and just cant be there anymore,lg-says-hes-not-capable-and-just-cant-be-there-anymore,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac2116263,Mon May 22 2023 18:56:31 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:06 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,audio,https://drive.google.com/file/d/1C3mLZls_paDgjT2kW_ESyl3WdPRGb1Jb/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646be809fd3f777fe5299e0c_021523%20FULL%20LG%20to%20JZ%20partnership%20renegotiation.pdf,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646c30b8f46b2a0322e7f503_021523%20PREVIEW%20LG%20says%20hes%20not%20capable%20just%20cant%20be%20here%20anymore.png,,https://drive.google.com/file/d/1rGRCYsDbTzuIsGL4mlLLe8jyuvAqiU-P/view?usp=share_link,,https://app.notta.ai/share/911bc91a-6c8a-4856-9ac5-0eb7b535df9c,https://drive.google.com/file/d/1_M2AgXoyP8CnNcDFUub8f9Z7c7bLK1RD,,
LG says it doesnt matter if it was fraud that shut down 5/3 and not JZ,lg-says-it-doesnt-matter-if-it-was-fraud-that-shut-down-5-3-and-not-jz,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac211626a,Mon May 22 2023 18:56:32 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:06 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,audio,https://drive.google.com/file/d/1C3mLZls_paDgjT2kW_ESyl3WdPRGb1Jb/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646be809fd3f777fe5299e0c_021523%20FULL%20LG%20to%20JZ%20partnership%20renegotiation.pdf,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646c1d3c1e90e1f41dbd77fd_021523%20PREVIEW%20LG%20says%20facts%20of%20fraud%20dont%20matter.png,,https://drive.google.com/file/d/1kFTnm6PSbKQDnlvP1Nonght5TU47qPGl/view,,https://app.notta.ai/share/911bc91a-6c8a-4856-9ac5-0eb7b535df9c,https://drive.google.com/file/d/1bMYNHRd-qCUmnjiBTE5nud96rEFPtdTY,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646c1d3c1e90e1f41dbd77fd_021523%20PREVIEW%20LG%20says%20facts%20of%20fraud%20dont%20matter.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646c1fd6ae791c37d9fa4a99_021023%20LG%20says%20not%20even%20Len%20had%20info%20on%20closure.png; https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646c245cc1ee63426e769247_021423%20PREVIEW%20LG%20tells%20accounting%2053%20closure%20due%20to%20fraud.png,
LG says its not fair that its 50 50,lg-says-its-not-fair-that-its-50-50,65f3d093a0ca2d5ac2116165,65f3d093a0ca2d5ac2116274,Mon May 22 2023 18:56:33 GMT+0000 (Coordinated Universal Time),Mon May 29 2023 23:10:06 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,audio,https://drive.google.com/file/d/1C3mLZls_paDgjT2kW_ESyl3WdPRGb1Jb/view?usp=share_link,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646be809fd3f777fe5299e0c_021523%20FULL%20LG%20to%20JZ%20partnership%20renegotiation.pdf,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/646bf3340bb0e6b342598781_021523%20PREVIEW%20LG%20says%20it%20doesnt%20seem%20fair%20that%20its%2050%2050.png,,https://drive.google.com/file/d/1HH4CyUToexFP-Fy97tYAC1Z2GMxWs_Oc/view?usp=share_link,,https://app.notta.ai/share/911bc91a-6c8a-4856-9ac5-0eb7b535df9c,https://drive.google.com/file/d/1eFnplIcS6gh7gS-SM_2qViszgqmIBa3Y,,
